2.00E+00	9.00E+00	9.00E+00	7.00E+00	2.00E+00	1.00E+01	8.00E+00	1.00E+01	1.00E+01	8.00E+00	1.10E+01	6.00E+00	1.00E+01	6.00E+00	5.00E+00	6.00E+00	23
3.00E+00	8.00E+00	8.00E+00	4.00E+00	4.00E+00	6.00E+00	7.00E+00	7.00E+00	7.00E+00	6.00E+00	8.00E+00	9.00E+00	6.00E+00	6.00E+00	6.00E+00	8.00E+00	23
2.00E+00	1.00E+01	9.00E+00	2.00E+00	4.00E+00	7.00E+00	8.00E+00	7.00E+00	4.00E+00	7.00E+00	3.00E+00	9.00E+00	8.00E+00	9.00E+00	5.00E+00	7.00E+00	16
0.00E+00	1.00E+01	7.00E+00	7.00E+00	2.00E+00	3.00E+00	5.00E+00	8.00E+00	6.00E+00	7.00E+00	7.00E+00	9.00E+00	6.00E+00	9.00E+00	5.00E+00	6.00E+00	11
5.00E+00	8.00E+00	7.00E+00	6.00E+00	4.00E+00	5.00E+00	6.00E+00	1.00E+01	7.00E+00	6.00E+00	8.00E+00	8.00E+00	5.00E+00	4.00E+00	7.00E+00	8.00E+00	7
6.00E+00	7.00E+00	1.10E+01	2.00E+00	2.00E+00	8.00E+00	1.00E+01	9.00E+00	5.00E+00	8.00E+00	9.00E+00	8.00E+00	6.00E+00	9.00E+00	6.00E+00	9.00E+00	22
2.00E+00	7.00E+00	8.00E+00	4.00E+00	3.00E+00	5.00E+00	7.00E+00	9.00E+00	8.00E+00	1.10E+01	7.00E+00	9.00E+00	6.00E+00	6.00E+00	9.00E+00	8.00E+00	14
0.00E+00	1.40E+01	8.00E+00	1.00E+01	7.00E+00	6.00E+00	7.00E+00	7.00E+00	6.00E+00	1.00E+01	6.00E+00	4.00E+00	9.00E+00	8.00E+00	8.00E+00	1.30E+01	4
3.00E+00	8.00E+00	8.00E+00	6.00E+00	6.00E+00	6.00E+00	7.00E+00	8.00E+00	1.10E+01	7.00E+00	6.00E+00	9.00E+00	9.00E+00	9.00E+00	7.00E+00	5.00E+00	17
0.00E+00	1.30E+01	8.00E+00	8.00E+00	4.00E+00	6.00E+00	7.00E+00	7.00E+00	8.00E+00	7.00E+00	5.00E+00	7.00E+00	5.00E+00	9.00E+00	8.00E+00	7.00E+00	2
3.00E+00	6.00E+00	8.00E+00	9.00E+00	4.00E+00	7.00E+00	7.00E+00	7.00E+00	7.00E+00	9.00E+00	9.00E+00	7.00E+00	6.00E+00	1.00E+01	6.00E+00	7.00E+00	3
2.00E+00	7.00E+00	1.10E+01	3.00E+00	0.00E+00	1.10E+01	1.20E+01	1.00E+01	4.00E+00	9.00E+00	8.00E+00	8.00E+00	4.00E+00	7.00E+00	5.00E+00	8.00E+00	21
7.00E+00	8.00E+00	6.00E+00	0.00E+00	0.00E+00	9.00E+00	6.00E+00	7.00E+00	1.20E+01	5.00E+00	8.00E+00	1.10E+01	9.00E+00	5.00E+00	5.00E+00	8.00E+00	12
7.00E+00	1.00E+01	5.00E+00	4.00E+00	2.00E+00	9.00E+00	6.00E+00	9.00E+00	6.00E+00	5.00E+00	5.00E+00	1.00E+01	1.10E+01	6.00E+00	8.00E+00	8.00E+00	12
0.00E+00	1.10E+01	7.00E+00	5.00E+00	0.00E+00	2.00E+00	1.00E+00	1.40E+01	1.10E+01	4.00E+00	1.00E+01	7.00E+00	6.00E+00	5.00E+00	9.00E+00	9.00E+00	9
3.00E+00	9.00E+00	8.00E+00	6.00E+00	5.00E+00	8.00E+00	8.00E+00	5.00E+00	6.00E+00	1.00E+01	6.00E+00	7.00E+00	9.00E+00	6.00E+00	1.00E+01	6.00E+00	16
3.00E+00	1.00E+01	8.00E+00	4.00E+00	6.00E+00	7.00E+00	7.00E+00	8.00E+00	8.00E+00	5.00E+00	3.00E+00	8.00E+00	6.00E+00	7.00E+00	1.00E+01	5.00E+00	16
3.00E+00	8.00E+00	8.00E+00	6.00E+00	3.00E+00	6.00E+00	7.00E+00	7.00E+00	9.00E+00	7.00E+00	1.00E+01	7.00E+00	9.00E+00	8.00E+00	5.00E+00	7.00E+00	7
2.00E+00	7.00E+00	1.10E+01	7.00E+00	2.00E+00	8.00E+00	9.00E+00	1.30E+01	5.00E+00	7.00E+00	5.00E+00	5.00E+00	1.00E+01	8.00E+00	5.00E+00	8.00E+00	2
4.00E+00	9.00E+00	7.00E+00	6.00E+00	4.00E+00	4.00E+00	6.00E+00	1.00E+01	8.00E+00	8.00E+00	1.00E+01	9.00E+00	4.00E+00	8.00E+00	8.00E+00	6.00E+00	10
5.00E+00	7.00E+00	9.00E+00	4.00E+00	2.00E+00	7.00E+00	9.00E+00	7.00E+00	8.00E+00	7.00E+00	7.00E+00	9.00E+00	9.00E+00	6.00E+00	9.00E+00	9.00E+00	13
2.00E+00	8.00E+00	7.00E+00	0.00E+00	1.00E+00	2.00E+00	4.00E+00	7.00E+00	9.00E+00	8.00E+00	8.00E+00	1.00E+01	7.00E+00	9.00E+00	8.00E+00	1.10E+01	0
2.00E+00	8.00E+00	7.00E+00	8.00E+00	4.00E+00	6.00E+00	9.00E+00	1.30E+01	7.00E+00	1.00E+01	7.00E+00	8.00E+00	1.10E+01	4.00E+00	8.00E+00	8.00E+00	19
5.00E+00	7.00E+00	7.00E+00	6.00E+00	5.00E+00	2.00E+00	7.00E+00	1.00E+01	1.00E+01	9.00E+00	6.00E+00	8.00E+00	9.00E+00	8.00E+00	4.00E+00	6.00E+00	17
7.00E+00	8.00E+00	1.10E+01	2.00E+00	0.00E+00	9.00E+00	1.10E+01	6.00E+00	7.00E+00	6.00E+00	6.00E+00	8.00E+00	6.00E+00	9.00E+00	1.00E+01	8.00E+00	22
4.00E+00	8.00E+00	1.00E+01	3.00E+00	4.00E+00	6.00E+00	7.00E+00	9.00E+00	5.00E+00	1.20E+01	5.00E+00	5.00E+00	1.10E+01	8.00E+00	8.00E+00	7.00E+00	14
7.00E+00	8.00E+00	1.20E+01	2.00E+00	1.00E+00	8.00E+00	1.20E+01	7.00E+00	9.00E+00	9.00E+00	9.00E+00	9.00E+00	5.00E+00	7.00E+00	8.00E+00	6.00E+00	22
0.00E+00	6.00E+00	8.00E+00	4.00E+00	0.00E+00	2.00E+00	2.00E+00	1.00E+00	8.00E+00	5.00E+00	1.00E+01	7.00E+00	6.00E+00	6.00E+00	1.00E+01	2.00E+00	11
2.00E+00	7.00E+00	7.00E+00	5.00E+00	6.00E+00	3.00E+00	5.00E+00	9.00E+00	8.00E+00	6.00E+00	9.00E+00	1.00E+01	1.10E+01	5.00E+00	6.00E+00	9.00E+00	25
2.00E+00	5.00E+00	1.00E+01	6.00E+00	5.00E+00	6.00E+00	9.00E+00	1.10E+01	8.00E+00	4.00E+00	5.00E+00	7.00E+00	3.00E+00	6.00E+00	3.00E+00	6.00E+00	5
2.00E+00	7.00E+00	8.00E+00	6.00E+00	9.00E+00	6.00E+00	7.00E+00	7.00E+00	7.00E+00	6.00E+00	6.00E+00	8.00E+00	7.00E+00	5.00E+00	5.00E+00	1.20E+01	1
3.00E+00	6.00E+00	8.00E+00	7.00E+00	3.00E+00	3.00E+00	6.00E+00	9.00E+00	7.00E+00	8.00E+00	9.00E+00	8.00E+00	9.00E+00	9.00E+00	8.00E+00	4.00E+00	3
3.00E+00	1.10E+01	9.00E+00	5.00E+00	7.00E+00	6.00E+00	8.00E+00	7.00E+00	1.00E+01	1.10E+01	9.00E+00	7.00E+00	5.00E+00	5.00E+00	7.00E+00	9.00E+00	2
3.00E+00	9.00E+00	1.00E+01	4.00E+00	1.00E+00	1.20E+01	1.10E+01	7.00E+00	9.00E+00	5.00E+00	8.00E+00	6.00E+00	1.30E+01	6.00E+00	8.00E+00	5.00E+00	21
1.00E+00	4.00E+00	1.10E+01	6.00E+00	2.00E+00	9.00E+00	1.20E+01	1.10E+01	5.00E+00	7.00E+00	3.00E+00	1.40E+01	1.00E+01	9.00E+00	6.00E+00	6.00E+00	19
0.00E+00	7.00E+00	7.00E+00	6.00E+00	0.00E+00	3.00E+00	6.00E+00	1.30E+01	8.00E+00	7.00E+00	6.00E+00	4.00E+00	4.00E+00	8.00E+00	7.00E+00	8.00E+00	9
2.00E+00	5.00E+00	8.00E+00	7.00E+00	3.00E+00	6.00E+00	7.00E+00	6.00E+00	7.00E+00	8.00E+00	9.00E+00	6.00E+00	8.00E+00	7.00E+00	7.00E+00	8.00E+00	3
0.00E+00	5.00E+00	8.00E+00	6.00E+00	0.00E+00	1.00E+00	0.00E+00	0.00E+00	8.00E+00	8.00E+00	9.00E+00	9.00E+00	9.00E+00	6.00E+00	7.00E+00	1.00E+01	11
4.00E+00	1.30E+01	8.00E+00	5.00E+00	6.00E+00	7.00E+00	6.00E+00	1.00E+01	8.00E+00	8.00E+00	7.00E+00	9.00E+00	7.00E+00	6.00E+00	9.00E+00	7.00E+00	6
1.00E+00	3.00E+00	1.00E+01	4.00E+00	2.00E+00	5.00E+00	1.00E+01	1.20E+01	1.10E+01	8.00E+00	8.00E+00	8.00E+00	5.00E+00	3.00E+00	7.00E+00	9.00E+00	15
5.00E+00	6.00E+00	8.00E+00	5.00E+00	5.00E+00	6.00E+00	7.00E+00	7.00E+00	9.00E+00	1.10E+01	7.00E+00	1.00E+01	1.00E+01	5.00E+00	6.00E+00	5.00E+00	1
1.00E+00	1.00E+01	6.00E+00	7.00E+00	1.00E+00	5.00E+00	6.00E+00	1.50E+01	9.00E+00	6.00E+00	8.00E+00	8.00E+00	7.00E+00	9.00E+00	8.00E+00	9.00E+00	9
0.00E+00	7.00E+00	8.00E+00	7.00E+00	2.00E+00	6.00E+00	7.00E+00	7.00E+00	8.00E+00	9.00E+00	5.00E+00	8.00E+00	1.10E+01	1.00E+01	1.00E+01	6.00E+00	8
0.00E+00	1.40E+01	8.00E+00	1.00E+01	7.00E+00	6.00E+00	7.00E+00	7.00E+00	7.00E+00	6.00E+00	7.00E+00	1.00E+01	9.00E+00	7.00E+00	1.10E+01	6.00E+00	4
1.00E+00	1.40E+01	8.00E+00	1.10E+01	4.00E+00	6.00E+00	7.00E+00	7.00E+00	1.10E+01	9.00E+00	1.00E+01	1.00E+01	7.00E+00	1.00E+01	9.00E+00	1.00E+01	2
6.00E+00	9.00E+00	8.00E+00	7.00E+00	5.00E+00	5.00E+00	7.00E+00	1.00E+01	8.00E+00	3.00E+00	6.00E+00	8.00E+00	4.00E+00	1.00E+01	6.00E+00	7.00E+00	10
3.00E+00	8.00E+00	9.00E+00	5.00E+00	9.00E+00	6.00E+00	6.00E+00	6.00E+00	7.00E+00	7.00E+00	6.00E+00	1.00E+01	8.00E+00	8.00E+00	7.00E+00	8.00E+00	23
2.00E+00	6.00E+00	8.00E+00	7.00E+00	3.00E+00	4.00E+00	6.00E+00	1.00E+01	4.00E+00	8.00E+00	6.00E+00	5.00E+00	7.00E+00	8.00E+00	5.00E+00	8.00E+00	3
3.00E+00	1.00E+01	9.00E+00	2.00E+00	5.00E+00	7.00E+00	8.00E+00	5.00E+00	5.00E+00	7.00E+00	5.00E+00	8.00E+00	5.00E+00	5.00E+00	6.00E+00	7.00E+00	16
2.00E+00	1.00E+01	9.00E+00	2.00E+00	4.00E+00	8.00E+00	8.00E+00	7.00E+00	9.00E+00	7.00E+00	9.00E+00	8.00E+00	6.00E+00	7.00E+00	6.00E+00	4.00E+00	16
1.00E+00	1.30E+01	9.00E+00	7.00E+00	4.00E+00	8.00E+00	8.00E+00	8.00E+00	1.10E+01	6.00E+00	8.00E+00	6.00E+00	8.00E+00	1.00E+01	7.00E+00	4.00E+00	2
2.00E+00	1.30E+01	6.00E+00	6.00E+00	6.00E+00	4.00E+00	4.00E+00	1.10E+01	9.00E+00	6.00E+00	6.00E+00	7.00E+00	1.10E+01	1.10E+01	8.00E+00	7.00E+00	11
1.00E+01	8.00E+00	8.00E+00	3.00E+00	5.00E+00	7.00E+00	6.00E+00	7.00E+00	8.00E+00	8.00E+00	8.00E+00	6.00E+00	7.00E+00	8.00E+00	7.00E+00	4.00E+00	20
6.00E+00	7.00E+00	1.10E+01	2.00E+00	1.00E+00	9.00E+00	1.10E+01	9.00E+00	1.00E+01	9.00E+00	7.00E+00	1.00E+01	9.00E+00	7.00E+00	9.00E+00	8.00E+00	22
5.00E+00	9.00E+00	1.30E+01	2.00E+00	1.00E+01	8.00E+00	9.00E+00	4.00E+00	8.00E+00	7.00E+00	8.00E+00	9.00E+00	1.00E+01	6.00E+00	1.00E+01	1.00E+01	24
1.00E+00	1.10E+01	8.00E+00	8.00E+00	5.00E+00	6.00E+00	7.00E+00	6.00E+00	3.00E+00	9.00E+00	5.00E+00	8.00E+00	6.00E+00	8.00E+00	8.00E+00	8.00E+00	6
0.00E+00	9.00E+00	7.00E+00	5.00E+00	1.00E+00	4.00E+00	6.00E+00	1.20E+01	8.00E+00	8.00E+00	1.00E+01	1.30E+01	1.00E+01	1.30E+01	9.00E+00	9.00E+00	9
3.00E+00	8.00E+00	9.00E+00	5.00E+00	0.00E+00	1.40E+01	4.00E+00	7.00E+00	7.00E+00	9.00E+00	7.00E+00	4.00E+00	7.00E+00	1.10E+01	8.00E+00	7.00E+00	20
3.00E+00	8.00E+00	8.00E+00	6.00E+00	3.00E+00	6.00E+00	7.00E+00	1.00E+01	7.00E+00	1.00E+01	1.00E+01	2.00E+00	1.00E+01	7.00E+00	7.00E+00	1.00E+01	7
6.00E+00	9.00E+00	8.00E+00	6.00E+00	6.00E+00	6.00E+00	8.00E+00	7.00E+00	7.00E+00	4.00E+00	1.40E+01	8.00E+00	8.00E+00	9.00E+00	1.00E+01	8.00E+00	19
0.00E+00	1.10E+01	7.00E+00	4.00E+00	0.00E+00	3.00E+00	3.00E+00	1.30E+01	6.00E+00	6.00E+00	9.00E+00	6.00E+00	6.00E+00	8.00E+00	6.00E+00	9.00E+00	9
3.00E+00	8.00E+00	8.00E+00	5.00E+00	9.00E+00	5.00E+00	8.00E+00	6.00E+00	9.00E+00	5.00E+00	9.00E+00	1.20E+01	1.00E+01	1.00E+01	9.00E+00	8.00E+00	9
0.00E+00	1.00E+01	7.00E+00	6.00E+00	0.00E+00	5.00E+00	6.00E+00	1.40E+01	6.00E+00	7.00E+00	4.00E+00	9.00E+00	1.00E+01	8.00E+00	1.20E+01	8.00E+00	9
0.00E+00	9.00E+00	7.00E+00	9.00E+00	1.00E+00	1.00E+00	5.00E+00	3.00E+00	8.00E+00	9.00E+00	5.00E+00	4.00E+00	8.00E+00	1.00E+01	7.00E+00	8.00E+00	11
6.00E+00	1.00E+01	1.10E+01	5.00E+00	6.00E+00	7.00E+00	7.00E+00	7.00E+00	7.00E+00	1.00E+01	7.00E+00	7.00E+00	5.00E+00	7.00E+00	6.00E+00	1.20E+01	11
0.00E+00	1.50E+01	8.00E+00	1.20E+01	7.00E+00	5.00E+00	8.00E+00	7.00E+00	1.20E+01	8.00E+00	8.00E+00	1.00E+01	7.00E+00	6.00E+00	9.00E+00	6.00E+00	4
5.00E+00	9.00E+00	6.00E+00	5.00E+00	3.00E+00	5.00E+00	7.00E+00	1.10E+01	9.00E+00	1.00E+01	6.00E+00	9.00E+00	7.00E+00	1.00E+01	9.00E+00	9.00E+00	9
2.00E+00	1.00E+01	9.00E+00	6.00E+00	3.00E+00	6.00E+00	7.00E+00	1.00E+01	8.00E+00	6.00E+00	9.00E+00	6.00E+00	1.00E+01	8.00E+00	7.00E+00	6.00E+00	6
5.00E+00	6.00E+00	8.00E+00	6.00E+00	6.00E+00	6.00E+00	7.00E+00	6.00E+00	9.00E+00	1.00E+01	1.00E+01	5.00E+00	8.00E+00	7.00E+00	8.00E+00	7.00E+00	1
2.00E+00	8.00E+00	1.10E+01	2.00E+00	0.00E+00	1.30E+01	1.00E+01	5.00E+00	6.00E+00	6.00E+00	8.00E+00	5.00E+00	7.00E+00	8.00E+00	7.00E+00	7.00E+00	24
6.00E+00	1.10E+01	1.00E+01	7.00E+00	3.00E+00	3.00E+00	8.00E+00	3.00E+00	6.00E+00	3.00E+00	4.00E+00	8.00E+00	1.10E+01	9.00E+00	6.00E+00	6.00E+00	13
3.00E+00	1.00E+01	8.00E+00	6.00E+00	3.00E+00	6.00E+00	7.00E+00	7.00E+00	7.00E+00	5.00E+00	6.00E+00	9.00E+00	7.00E+00	8.00E+00	7.00E+00	9.00E+00	7
4.00E+00	8.00E+00	7.00E+00	3.00E+00	1.00E+00	6.00E+00	8.00E+00	6.00E+00	5.00E+00	6.00E+00	6.00E+00	8.00E+00	1.20E+01	7.00E+00	7.00E+00	8.00E+00	20
2.00E+00	1.00E+01	9.00E+00	8.00E+00	6.00E+00	4.00E+00	6.00E+00	6.00E+00	9.00E+00	7.00E+00	3.00E+00	1.30E+01	6.00E+00	8.00E+00	6.00E+00	5.00E+00	6
1.00E+00	9.00E+00	6.00E+00	7.00E+00	1.00E+00	5.00E+00	6.00E+00	1.50E+01	8.00E+00	3.00E+00	4.00E+00	2.00E+00	9.00E+00	8.00E+00	9.00E+00	1.00E+01	9
4.00E+00	9.00E+00	9.00E+00	8.00E+00	3.00E+00	1.00E+01	1.00E+01	1.10E+01	7.00E+00	6.00E+00	1.00E+01	5.00E+00	8.00E+00	1.10E+01	8.00E+00	7.00E+00	23
7.00E+00	6.00E+00	7.00E+00	5.00E+00	3.00E+00	6.00E+00	9.00E+00	7.00E+00	8.00E+00	7.00E+00	5.00E+00	8.00E+00	1.00E+01	8.00E+00	7.00E+00	8.00E+00	13
0.00E+00	5.00E+00	1.00E+01	6.00E+00	2.00E+00	1.10E+01	1.10E+01	1.20E+01	1.30E+01	1.20E+01	7.00E+00	6.00E+00	4.00E+00	4.00E+00	8.00E+00	6.00E+00	24
6.00E+00	1.30E+01	8.00E+00	6.00E+00	5.00E+00	6.00E+00	8.00E+00	5.00E+00	7.00E+00	4.00E+00	7.00E+00	2.00E+00	8.00E+00	5.00E+00	5.00E+00	7.00E+00	2
2.00E+00	8.00E+00	8.00E+00	3.00E+00	4.00E+00	4.00E+00	7.00E+00	1.30E+01	9.00E+00	8.00E+00	7.00E+00	6.00E+00	8.00E+00	6.00E+00	7.00E+00	5.00E+00	8
6.00E+00	8.00E+00	6.00E+00	5.00E+00	5.00E+00	5.00E+00	8.00E+00	1.00E+01	4.00E+00	1.00E+01	7.00E+00	7.00E+00	5.00E+00	1.10E+01	8.00E+00	5.00E+00	7
1.10E+01	1.10E+01	5.00E+00	5.00E+00	4.00E+00	1.00E+01	6.00E+00	1.10E+01	7.00E+00	7.00E+00	7.00E+00	7.00E+00	7.00E+00	7.00E+00	8.00E+00	7.00E+00	12
2.00E+00	8.00E+00	6.00E+00	1.00E+00	1.00E+00	0.00E+00	6.00E+00	7.00E+00	8.00E+00	1.10E+01	5.00E+00	6.00E+00	7.00E+00	6.00E+00	7.00E+00	7.00E+00	0
2.00E+00	9.00E+00	6.00E+00	2.00E+00	3.00E+00	2.00E+00	2.00E+00	9.00E+00	6.00E+00	8.00E+00	5.00E+00	8.00E+00	9.00E+00	7.00E+00	8.00E+00	8.00E+00	0
7.00E+00	8.00E+00	6.00E+00	6.00E+00	6.00E+00	3.00E+00	7.00E+00	1.00E+01	4.00E+00	1.10E+01	8.00E+00	7.00E+00	1.00E+01	9.00E+00	1.30E+01	8.00E+00	17
3.00E+00	9.00E+00	9.00E+00	7.00E+00	1.00E+00	1.00E+01	8.00E+00	7.00E+00	8.00E+00	6.00E+00	6.00E+00	4.00E+00	9.00E+00	7.00E+00	9.00E+00	5.00E+00	20
0.00E+00	1.10E+01	7.00E+00	4.00E+00	0.00E+00	4.00E+00	3.00E+00	1.20E+01	5.00E+00	6.00E+00	1.00E+01	7.00E+00	9.00E+00	9.00E+00	8.00E+00	1.10E+01	9
3.00E+00	8.00E+00	8.00E+00	9.00E+00	6.00E+00	6.00E+00	7.00E+00	6.00E+00	8.00E+00	9.00E+00	9.00E+00	6.00E+00	9.00E+00	1.00E+01	1.00E+01	1.00E+01	23
4.00E+00	6.00E+00	1.00E+01	5.00E+00	3.00E+00	8.00E+00	7.00E+00	7.00E+00	7.00E+00	8.00E+00	9.00E+00	9.00E+00	9.00E+00	1.10E+01	9.00E+00	6.00E+00	0
0.00E+00	7.00E+00	8.00E+00	6.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00E+00	8.00E+00	7.00E+00	7.00E+00	9.00E+00	7.00E+00	1.10E+01	1.00E+01	8.00E+00	11
6.00E+00	8.00E+00	9.00E+00	0.00E+00	0.00E+00	8.00E+00	8.00E+00	7.00E+00	1.20E+01	8.00E+00	1.00E+01	4.00E+00	7.00E+00	8.00E+00	7.00E+00	5.00E+00	22
5.00E+00	8.00E+00	8.00E+00	2.00E+00	0.00E+00	6.00E+00	7.00E+00	5.00E+00	1.10E+01	8.00E+00	7.00E+00	9.00E+00	7.00E+00	1.00E+01	1.00E+01	1.20E+01	13
2.00E+00	5.00E+00	1.00E+01	7.00E+00	4.00E+00	9.00E+00	1.00E+01	1.00E+01	8.00E+00	9.00E+00	9.00E+00	7.00E+00	7.00E+00	7.00E+00	7.00E+00	8.00E+00	5
5.00E+00	7.00E+00	8.00E+00	4.00E+00	4.00E+00	7.00E+00	8.00E+00	6.00E+00	5.00E+00	5.00E+00	5.00E+00	7.00E+00	9.00E+00	8.00E+00	5.00E+00	8.00E+00	0
1.00E+00	7.00E+00	8.00E+00	4.00E+00	6.00E+00	6.00E+00	7.00E+00	6.00E+00	5.00E+00	1.00E+01	9.00E+00	5.00E+00	6.00E+00	8.00E+00	1.00E+01	7.00E+00	1
1.00E+00	3.00E+00	1.00E+01	5.00E+00	3.00E+00	4.00E+00	1.00E+01	1.30E+01	1.00E+01	9.00E+00	1.10E+01	7.00E+00	1.00E+01	7.00E+00	8.00E+00	6.00E+00	15
8.00E+00	8.00E+00	9.00E+00	1.00E+00	0.00E+00	8.00E+00	8.00E+00	7.00E+00	6.00E+00	8.00E+00	6.00E+00	6.00E+00	7.00E+00	7.00E+00	6.00E+00	9.00E+00	22
5.00E+00	6.00E+00	7.00E+00	5.00E+00	2.00E+00	8.00E+00	5.00E+00	3.00E+00	5.00E+00	8.00E+00	8.00E+00	6.00E+00	1.00E+01	5.00E+00	4.00E+00	8.00E+00	20
1.00E+00	1.00E+01	7.00E+00	8.00E+00	6.00E+00	5.00E+00	9.00E+00	9.00E+00	9.00E+00	9.00E+00	7.00E+00	1.00E+01	1.00E+01	6.00E+00	1.00E+01	4.00E+00	4
